ci 离
prwx 平均值
pfss 菜品
dxnr 未知数
dxsx 未知數
nfxk 每家
gtdk 帮扶
rrdk 幫扶
prbg 蓝牙
pqbg 藍牙
dvmg 拆分
ghgm 深耕
mwdl 退稅
mwdl 退税
nrwh 迷你
wjbk 猎豹
wjbk 獵豹
xghs 豁免
xnqs 同台
xnrs 同臺
dnyc 掏出
pnxn 警官
tkww 跟風
tkwn 跟风
jqcj 制剂
jqyb 製劑
ydqd 摩托罗拉
ydqd 摩托羅拉
twms 匯兌
twbs 匯兑
gtbs 汇兑
bcxj 較重
kcxj 较重
jvkn 高标准
jvgc 高標準
pvql 若能
bytx 养老院
bytx 養老院
pvbk 苏格兰
pvpm 蘇格蘭
tnxm 建功
wrtk 佳績
wrkk 佳绩
mvjd 駕照
mvjd 驾照
bbhf 比尔
bbfm 比爾
ffvb 党政机关
ffvm 黨政機關
jwkv 高新
vpkv 核电站
vnkv 核電站
kntj 版图
kntj 版圖
hqkn 那次
tlvv 綜上所述
klvv 综上所述
mjjd 全日
fdvk 常有
fbyv 受益者
mwrl 退款
jjrj 先期
fgme 救人
vbtm 梯队
vbtb 梯隊
jfwm 现价
jpwy 現價
ylys 反腐敗
ylgs 反腐败
vfrj 档期
vfrj 檔期
ydln 豐胸
thcy 隐忧
tfcl 隱憂
twkn 巨資
twkn 巨资
xpjq 賽制
xpjq 赛制
lkyy 冬訓
lkhy 冬训
skla 船上
jfyg 日常生活
rxla 墙上
krla 牆上
njvl 爆棚
bsmg 总分
tqmg 總分
ykrr 覆盖面
yprr 覆蓋面
vvng 來電
fnpa 来电
wyym 信訪
wyhm 信访
dngx 九江
nmkw 第三产业
nmcw 第三產業
nmkw 第三産業
kvjd 竟是
mrdk 門外
jrdk 门外
krbl 睡前
jwtb 預備隊
jltm 预备队
dlyf 稍后
dlxq 稍後
xkla 戴上
dlgi 积水
dlgi 積水
pfxq 菜鳥
pfyq 菜鸟
srnm 中签
srnm 中籤
vkdk 相撞
hkwf 可使
fpkm 开具
mrkm 開具
tnmg 建仓
tnmd 建倉
mvml 边锋
lkql 邊鋒
ddkv 指挥部
ddkv 指揮部
tkkn 路况
tkgs 路況
knxp 二审
knxh 二審
bdtx 入網
bdxn 入网
tljd 合照
yhhw 話費
hhhw 话费
xnqf 內銷
xnqf 内銷
xnmf 内销
phxp 带宽
pfxp 帶寬
gnyc 淡出
ykhs 議事
hdhs 议事
fwdb 一大批
mkyf 会后
mfxq 會後
vymw 校方
ngyp 雷諾
nghp 雷诺
ktvk 素有
dlwd 稳住
dlwd 穩住
vkwx 超值
dxrj 肯德基
fqxn 雞肉
pyxn 鸡肉
vmxm 田径
vmxf 田徑
gkwf 清偿
gkwf 清償
mdpr 三菱
wklw 大唐
kstm 不限
knfp 减刑
gkfp 減刑
sswk 品位
qtjk 黑匣子
vgqf 核銷
vgmf 核销
ylqf 覈銷
sqvk 响起
khvk 響起
wdlw 毛主席
xynd 工商局
lwtw 廠區
wykv 做生意
ysgi 貼水
gsgi 贴水
yhyl 訂票
hhyl 订票
dkxx 此行
mdyd 三峡
mdyd 三峽
vkwj 越狱
vkwj 越獄
fjgk 远洋
rsgk 遠洋
dkng 外包
trsk 續航
kxsk 续航
pwmw 花旗
yfnd 財政局
gfnd 财政局
xktn 实录
xfqs 實錄
xksn 窃取
xksn 竊取
fydf 副教授
bdjf 入球
jfwg 就任
jfmj 时至今日
jfmj 時至今日
bcvq 轉機
kcvw 转机
jddd 最热
jdrm 最熱
vmha 松下
tjqj 回击
tjbc 回擊
xkrr 直面
rhtt 壽險
ghtm 寿险
sckg 唯美
rrdv 封杀
rrdv 封殺
lkdk 自此
kvvd 立柱
kkjl 規章制度
kkjl 规章制度
sdtx 中科院
ktss 成績單
kkbj 成绩单
shdl 哪种
shdl 哪種
ffjk 小女孩
wkpl 大蒜
glvk 激起
trsn 續聘
kxsn 续聘
rrcy 堪忧
rrcl 堪憂
ndlc 刷卡
tnxd 約翰
knxd 约翰
kmdk 具名
yvvn 老兵
nffk 每到
nnlw 榮膺
phlw 荣膺
ychd 順延
ychd 顺延
ksha 不下
wvrk 体坛
swry 體壇
tnfh 隶属于
vnmw 隸屬於
fsxj 婚宴
ndqs 展台
ndrs 展臺
tjkk 国泰
tjkk 國泰
xngy 內測
xngg 内测
xngy 内測
wpgd 備選
lkjj 备选
jwdn 物价指数
jwds 物價指數
xxla 献上
rlla 獻上
ypyl 反对票
ywyl 反對票
lktj 追回
dkkn 名次
jdym 暗訪
jdhm 暗访
ylyq 收市
knvn 二楼
knvs 二樓
vktl 起降
wkdd 大势
wkrm 大勢
sffh 中小学
sfnd 中小學
hsvp 事权
hsvp 事權
mwwk 人大代表
wrbk 伊斯兰
wrpm 伊斯蘭
srfw 中亚
srfj 中亞
xhhh 协议书
xytn 協議書
mjvc 全長
mjjc 全长
vmdj 男排
cqgn 惨淡
cqgn 慘淡
pwsd 平手
gmcj 添加剂
gmyb 添加劑
svtl 喀麥隆
sktl 喀麦隆
mgdb 分批
vksg 相恋
vkyt 相戀
njnf 爆炒
ycmm 出众
ycqj 出眾
ychq 出衆
vfdl 本季
gnkn 深层次
gnkn 深層次
htvw 农机
wjvq 農機
kdrh 竞技场
kdrj 競技場
hkss 军品
hbss 軍品
qsha 台下
rsha 臺下
xxgf 南沙
gfmw 消退
fnfl 一年一度
lhkv 东北部
vhkv 東北部
njyv 管理者
pfgn 芜湖
pngn 蕪湖
gxgc 江淮
jhvc 理事長
jhjc 理事长
mqjd 含金量
mbjj 領導班子
mgjj 领导班子
mgqf 分銷
mgmf 分销
wkgx 大潮
jdtm 时限
jdtm 時限
gjnr 酒类
gjnr 酒類
vvcy 根本性
dhrk 播報
dhdb 播报
jqkj 制成
jqkj 製成
bljd 首映
wknr 套数
wksx 套數
ykyq 发病率
gkyq 發病率
kkfh 着眼于
kkmw 着眼於
pkmw 著眼於
fwys 天賜
fwgs 天赐
drfv 黎巴嫩
ypqn 发帖
ghqn 發帖
vdmk 村委会
vdmf 村委會
nfrj 每期
xksh 直呼
wnpj 大屏幕
wknr 倍数
wksx 倍數
mgdv 分拆
wkdm 大为
wkdm 大為
wkfm 大爲
gkrm 潍坊
gtrm 濰坊
llyx 自然災害
llxx 自然灾害
fkbt 致歉
tkkn 跑动
tkxj 跑動
fkqk 省錢
fkmf 省钱
dxla 插上
nqdw 勾勒
mwcj 放慢
vshv 有史以來
vshf 有史以来
wpjd 供暖
hqnq 那年
tlwj 繳獲
klpw 缴获
sktk 看跌
lxkv 东南部
vxkv 東南部
mkbf 会师
mflk 會師
bwhb 关乎
mrhb 關乎
vnvg 枸杞
fjgh 更深
ntbx 答疑
wqwg 伟业
wswg 偉業
bwvv 送來
bwfn 送来
tgwr 絕佳
thwr 絶佳
khwr 绝佳
ysjf 賭球
gsjf 赌球
ypsn 謀取
hpsn 谋取
hkvw 军机
hbvq 軍機
dkjf 接球
fnqk 迈向
pxqk 邁向
gxdk 海內外
gxdk 海内外
jdql 最能
xdtg 短裙
pwpw 平平
wktw 大区
wktw 大區
tmwx 附加值
csrn 售罄
mgvi 分之
cvtn 集群
mftf 途經
mfkm 途经
gghp 测评
gyyp 測評
mjkj 全县
mjkf 全縣
fkla 至上
wjrb 猛增
bdvl 入戶
bdbl 入户
ylnr 票数
ylsx 票數
ljmw 上班族
jfcn 就餐
lsfy 泉州
lrtk 脚踝
lmtk 腳踝
fcyw 亚历山大
fcyw 亞歷山大
flye 武生
vkwk 越位
vvkx 有所不同
mrmr 闖關
jrbw 闯关
hfdk 冠名
yynd 教育局
tjry 围堵
tjry 圍堵
pgjj 落选
pggd 落選
lwxn 庆典
nvxn 慶典
vmvs 极速
vjvs 極速
gdyn 民調
gdhn 民调
fjdk 更名
vkdl 有种
vkdl 有種
tjvv 圆梦
tjpq 圓夢
cscy 历史性
cscy 歷史性
rrcd 面世
jjyq 昆明市
dykt 抗生素
dhdb 打拼
hwpl 北大荒
dpsn 抽取
dldk 利多
jqlb 制勝
jqly 制胜
knlk 头条
fswr 頭條
dhpy 揹著
hbkg 背着
hhxx 才行
thxx 纔行
dnkr 九鼎
kvkk 新春
fvyx 画质
tnvn 畫質
ydyd 崑崙
jdmb 昆仑
ldtx 社科院
fjbw 亚特兰大
fjpw 亞特蘭大
kpxh 不平衡
jkjd 时不时
jkjd 時不時
dkmd 外企
mgqk 分錢
mgmf 分钱
phxk 对家
wgxk 對家
kvvl 竞标
kvvy 競標
wqvy 風向標
wqvl 风向标
mgfk 分到
rrgd 土地改革
srwm 中段
qmgk 銳減
qbgk 鋭減
mbkn 锐减
djme 外星人
fsdl 互利
fjrj 远期
rsrj 遠期
ckwj 快件
stpf 中国共产党
stpf 中國共產黨
stpf 中國共産黨
hdjf 将就
kljf 將就
yrqg 魔幻
fkhc 到过
fksv 到過
nqqi 年金
kjcd 盛世
xqnd 重金属
xqnd 重金屬
jstl 告終
jskl 告终
lwsg 店员
lwsy 店員
fnhd 一等奖
fnkl 一等奬
fnkl 一等獎
ryjb 培訓班
rhjb 培训班
kvjk 亲子
kvjk 親子
sdnr 味精
kslj 不忘
kywl 新生代
mgkv 分部
pggk 落泪
pggb 落淚
xvfp 徒刑
fkkx 当红
fdtx 當紅
jwtg 牛仔裤
jwtg 牛仔褲
fdhk 尚可
vkvk 赶超
vkvk 趕超
wyym 俗話說
wyyb 俗話説
whhb 俗话说
knkn 冲进
xxcv 衝進
dhmg 打分
hkmv 军力
hbmv 軍力
knme 成年人
gspg 滑落
xkbd 載入
xkbd 载入
jsdd 造势
jsrm 造勢
xkyg 空袭
xkkv 空襲
wkjq 牵制
yqjq 牽制
jbtm 严防
sstm 嚴防
pkqi 薪金
fvla 画上
tnla 畫上
ndtw 展区
ndtw 展區
blfh 总的来说
tlvy 總的來說
tlvy 總的來説
jvjd 高質量
jyjd 高质量
fwxk 天窗
djfh 热衷于
rjmw 熱衷於
wkwn 代表作
rvcn 临界点
qvql 臨界點
knxn 贅肉
knxn 赘肉
wjbm 獲益
pwbm 获益
ycfv 出彩
skyh 喊話
skhh 喊话
qkqi 违约金
stqi 違約金
mqyg 公證
mqhf 公证
pfgp 菜油
dbvb 护栏
ypvm 護欄
wkhd 太久
fycy 无忧
npcl 無憂
dmhk 主力军
dmhb 主力軍
sswj 器件
bwrq 送去
dskw 抑或
mwfe 方正
cyfh 性愛
cyfh 性爱
tlhf 随处可见
trhp 隨處可見
dhwl 换代
dhwl 換代
yprn 发声
ghrn 發聲
vkfh 在学
vknd 在學
jwwn 高估
nflw 炒股
hsxf 免征
hsxf 免徵
gdhd 异议
vmyk 異議
kfkn 动画片
xtkn 動畫片
cnvk 卢布
rlvk 盧布
dlwn 称作
dlwn 稱作
xkcn 窝点
xkql 窩點
vcxj 長得
jcxj 长得
jshy 告負
jshg 告负
tydx 編者按
kydx 编者按
yftx 商学院
yntx 商學院
nrpx 塵埃落定
frpx 尘埃落定
djdk 主頻
djdk 主频
yxjd 发行量
gxjd 發行量
qtqi 鋁合金
mtqi 铝合金
nfjd 每晚
yche 誰也
hche 谁也
nhmk 怎么会
nymf 怎麼會
nymf 怎麽會
wvyg 佐證
wvhf 佐证
mprv 公共场所
mprv 公共場所
dhdl 换乘
dhdl 換乘
wjno 停火
pgtx 落網
pgxn 落网
dcfn 扑灭
dwgk 撲滅
cpys 惜敗
cpgs 惜败
xjfp 重型
yysy 評論員
hhsg 评论员
drvk 挂在
drvk 掛在
ykhf 詳解
hkhf 详解
vsbh 速递
vsyr 速遞
tjrh 足球场
tjrj 足球場
yqmv 購買力
ghmv 购买力
txvd 綜述
kxvd 综述
mjsg 全员
mjsy 全員
knkg 冲着
xxkg 衝着
xxpy 衝著
wkfk 传到
wbfk 傳到
svfn 听起来
svvv 聽起來
nrtl 粘合
wsvs 低速
mjdl 全称
mjdl 全稱
yckv 出新
rffd 執政黨
dffd 执政党
pvvk 若有
xxkv 寓意
vkvk 存有
txnr 納米
kxnr 纳米
gckl 沥青
gckl 瀝青
dykq 抗癌
vdnq 近些年
pnlw 見底
fnlw 见底
xfyp 案发
xfgh 案發
mwyl 退票
cygh 性生活
vvrl 林彪
yvbf 魔术师
yxlk 魔術師
nftf 每隔
hxso 张家口
hxso 張家口
xfqi 定金
lyxp 邀請賽
lhxp 邀请赛
ypkh 返乡
ypkh 返鄉
csyl 售票
pxxv 英里
fksy 尖叫
ksng 不需
hcdd 过硬
svdd 過硬
kvvk 竞相
kvvk 競相
hkwy 失信
kxnl 不容忽視
kxnl 不容忽视
dkvv 找來
dkfn 找来
dknc 名冊
dknn 名册
jxhs 理事
xfha 定下
hkkn 买进
qjcv 買進
fklw 当庭
fdlw 當庭
spvh 中药材
spvh 中藥材
jfdx 球技
tqla 陆上
trla 陸上
dqyc 摆出
dqyc 擺出
dvhf 拆解
blwf 首例
ldwb 白热化
lrwb 白熱化
xhkn 直系亲属
xhkn 直系親屬
vpry 相对而言
vwry 相對而言
nqgp 年满
nqgp 年滿
dxla 称得上
dxla 稱得上
fsjd 吞吐量
ddwj 破獲
ddpw 破获
wklc 大卡
pplr 双脚
cclm 雙腳
kvpk 新药
kvpl 新藥
vmjd 极易
vjjd 極易
tnkn 灵动
ngxj 靈動
sghk 亦可
wswx 保值
kvwj 竞猜
kvwj 競猜
mgmk 分会
mgmf 分會
dxdj 按揭
mdnm 三節
mdpb 三节
gjyf 酒后
gjxq 酒後
dkmv 推动力
dxmv 推動力
tftg 經紀
kmkg 经纪
vjxk 查实
vjxf 查實
whbl 储户
wyvl 儲戶
wybl 儲户
fpdl 开拍
mrdl 開拍
ttyv 組織者
kkyv 组织者
vbcy 相关性
vmcy 相關性
xnvk 同在
hcxj 过重
svxj 過重
lgkj 切成
wwyv 佼佼者
hkhs 失事
hknr 买断
qjqg 買斷
fhxp 受审
fhxh 受審
xmsy 守門員
xjsg 守门员
yqxn 市內
yqxn 市内
flhd 武将
flkl 武將
ycqk 出鏡
ycmk 出镜
wkkj 倍感
wjha 犯下
xfps 家用电器
xfns 家用電器
kkvw 运输机
hbvq 運輸機
dkyv 外教
xbsg 裁判员
xbsy 裁判員
mwkn 放进
mwcv 放進
bwvk 送走
htng 争霸
ftng 爭霸
lfmv 督办
lfkk 督辦
tktk 足足
qplw 能見度
qflw 能见度
mdkl 領奬
mdkl 領獎
mdhd 领奖
kxrj 不定期
dnkd 为数不多
dskd 為數不多
fskd 爲數不多
gyme 派人
lbyv 勝者
lyyv 胜者
kvhk 新歌
kgfm 美誉
kgnc 美譽
ngjd 零时
ngjd 零時
hnrg 翻頁
hnmg 翻页
xmkj 安全感
cjcd 离世
cjcd 離世
tffp 緩刑
kffp 缓刑
vkjj 在先
cnkc 战车
ssbc 戰車
vkbd 存入
fkkq 致癌
hdmw 敌方
ybmw 敵方
fsjd 五星
kdwd 二氧化硫
djpj 揭幕
fxgx 丽江
fxgx 麗江
hftn 解約
hfkn 解约
fsnr 豆类
fsnr 豆類
tghq 补血
tghq 補血
kkgp 连云港
bngp 連雲港
lwvh 度假村
wjxd 獲知
pwxd 获知
dvcy 技术性
dxcy 技術性
kcwg 连任
bcwg 連任
gfnd 民政局
pwmg 平仓
pwmd 平倉
pwrj 平壤
dkbw 接送
dcpg 掉落
wwff 供大于求
wwmf 供大於求
gggc 汙染源
gggc 污染源
fpjf 开球
mrjf 開球
mvhf 办证
kkyg 辦證
lpgd 自由泳
dwmv 杀伤力
dwmv 殺傷力
ylrh 收场
ylrj 收場
dkvn 拉近
jqkn 制动
jqxj 制動
kndl 减税
gkdl 減稅
gkdl 減税
ydla 山上
chjc 厅长
lwvc 廳長
vwjc 机长
vqvc 機長
jdng 暴雪
xkfl 家政
hdyi 以西
yqgs 弃婴
yqys 棄嬰
xpmv 支架
nmwt 節儉
pbwm 节俭
djbd 主食
wwbd 大使館
wwkd 大使馆
yqla 岛上
xqla 島上
jfjd 现时
jpjd 現時
tktk 阵阵
tbtb 陣陣
fgyc 救出
fsdh 互换
fsdh 互換
dhgf 打消
khnh 不可避免
ykyq 覆盖率
ypyq 覆蓋率
spsx 中共中央
gjrh 湿地
gfrh 溼地
gjrh 濕地
ymxk 交通工具
nvcn 鏖战
nvss 鏖戰
skyd 舟山
djkx 担纲
dhtx 擔綱
xjye 重生
trsv 繞過
klhc 绕过
flvk 好朋友
qwjj 参选
qqgd 參選
yjnk 說了算
yjnk 説了算
hjnk 说了算
knhc 头寸
fshc 頭寸
wmdl 偷拍
jrwh 預付
jmwh 预付
jfbc 玩轉
jfkc 玩转
jplw 高难度
jplw 高難度
wksk 大喊
kflw 县政府
kflw 縣政府
ddxn 指挥官
ddxn 指揮官
shvv 留下來
shfn 留下来
gbnl 法兰克福
gpnl 法蘭克福
dbsk 护卫舰
yxsk 護衛艦
ycwm 出价
ycwy 出價
ppme 双人
ccme 雙人
gjld 洗礼
gjld 洗禮
snfh 頗受
snfh 颇受
svss 变速器
yvss 變速器
djkj 提成
qwcn 参战
qqss 參戰
bkfm 嘉兴
bknx 嘉興
hdxx 以南
dlxg 秘魯
dlhg 秘鲁
lykg 胶着
lskg 膠着
lspy 膠著
fkwj 小猪
fkkd 小豬
ckwd 心仪
ckwk 心儀
yfkn 后继
xqtq 後繼
dhnd 换届
dhnd 換屆
crxp 馬賽
lrxp 马赛
fdfh 死于
fdmw 死於
dxqi 押金
bldj 房主
nbwb 年輕化
nkwb 年轻化
xkhm 密不可分
bclm 軟肋
kclm 软肋
hcbd 写入
xnbd 寫入
yltl 收繳
ylkl 收缴
vkkj 有成
wbck 倾情
wbck 傾情
jvhs 了事
nlny 烧烤
nrny 燒烤
dwdk 多伦多
dwdk 多倫多
fjjd 更易
bdss 飲品
kdss 饮品
xpsn 支取
pktl 警戒線
pkkf 警戒线
nymv 爆发力
ngmv 爆發力
yyfh 談戀愛
hsfh 谈恋爱
dssk 操盘
dssk 操盤
tgds 被扣
wvrj 保質期
wyrj 保质期
wmys 保駕護航
wmds 保驾护航
knnq 次年
tjbf 恩师
tjlk 恩師
nqwb 年貨
nqwb 年货
xvjd 里昂
hrxd 須知
hmxd 须知
kvkv 新意
mgjd 分时
mgjd 分時
mgkv 分立
ksdc 不振
jfmd 现如今
jfmd 現如今
tmjd 限时
tmjd 限時
mhtf 舒緩
mhkf 舒缓
xxfw 南瓜
xnvg 內核
xnvg 内核
dhya 扬言
djya 揚言
hksk 可看
yvwb 老伴
ghgn 沉沒
ghgw 沉没
gpfx 满贯
gpfx 滿貫
ndtn 履約
ndkn 履约
xxfy 德州
ghkj 深感
lstn 邀約
lskn 邀约
rxrk 填報
rxdb 填报
xjvn 重构
xjvp 重構
yvtk 調查組
hvkk 调查组
hpxk 升空
wlxo 代工
mwgi 放水
dpgk 摸清
nvly 克林頓
nvly 克林顿
dhtn 探寻
dhtn 探尋
jfwp 告一段落
xhwr 守候
cfrc 励志
cprc 勵志
dkfd 名列
yvjj 煮熟
mqmf 盈余
mqbd 盈餘
nmyp 签发
ntgh 簽發
wfyl 化学反应
wnyl 化學反應
tvrf 随之而来
tvrv 隨之而來
rrhk 封頂
rrhk 封顶
knjf 进京
cvjf 進京
lnbl 胸前
ddgp 硬汉
ddgp 硬漢
hspg 事由
fkla 当上
fdla 當上
gqmf 治愈
gqkq 治癒
mwvp 放权
mwvp 放權
wjpa 停电
wjng 停電
hjcy 強制性
hjcy 强制性
skpk 中成药
skpl 中成藥
gybw 派送
wsvk 保有
dlxc 私密
tlkl 終將
klhd 终将
ycxx 順德
ycxx 顺德
dmvk 抢走
dmvk 搶走
dlss 护肤品
yrss 護膚品
tsbj 阿联酋
tsbj 阿聯酋
jqkt 制表
jqkt 製表
tdfb 四捨五入
tmfb 四舍五入
nmgi 節水
pbgi 节水
stpk 中医药
stpl 中醫藥
cjfw 这天
yvfw 這天
lvsn 贏取
lvsn 赢取
djhd 主将
djkl 主將
ykvc 議長
hdjc 议长
blkw 前夫
wnvn 几近
qgvn 幾近
sgmv 号召力
sgmv 號召力
xwjd 工作量
vkwb 相伴
jqxo 特工
fxnm 元宵節
fxpb 元宵节
fntl 万隆
pxtl 萬隆
jqxh 制衡
rjvj 勘查
xjvs 重整
kvso 端口
jlkn 王府井
mwql 方能
gnkn 海运
gnhb 海運
wsfp 大中型
jsym 造訪
jshm 造访
dyxn 外交官
dfxn 採寫
fvhc 采写
kjyj 盛讚
kjjj 盛赞
vksk 起航
vjxh 李宁
vjxc 李寧
vmdl 思科
nrjj 遴选
nrgd 遴選
skwn 看做
phmh 电话会议
nymy 電話會議
trtw 結匯
krgt 结汇
jvtr 了結
jvkr 了结
fykl 无缝
nptl 無縫
tkhp 跃升
tkhp 躍升
knjg 片酬
rybc 堵車
rykc 堵车
fkmv 致力
ypkc 发车
ghbc 發車
djgp 未满
djgp 未滿
cjtj 这回
yvtj 這回
ylmk 后视镜
xlqk 後視鏡
tkkm 組成部分
kkkm 组成部分
mvtl 边际
lktg 邊際
fpxd 开往
mrxd 開往
dsga 操刀
xkjd 宜昌
hwyc 弹出
hwyc 彈出
yflw 說到底
yflw 説到底
hflw 说到底
tgrp 补肾
tgqp 補腎
phrq 带去
pfrq 帶去
dxwj 插件
bclw 輕度
kclw 轻度
gdgh 泳池
kvqm 新銳
kvqb 新鋭
kvmb 新锐
mcyg 駕駛證
mlhf 驾驶证
rvwk 巴格达
rvrk 巴格達
lwdk 废止
lwdk 廢止
rkbl 報導
dbgd 报导
dhjx 打理
dlfj 和好
pldd 散热
plrm 散熱
gfvw 登机
gfvq 登機
xkhg 功不可沒
xkhg 功不可没
knkv 进站
cvkv 進站
rkdk 域名
wthw 保险费
wthw 保險費
mjwk 全套
xgjd 客流量
sxvl 看守所
tjtm 足球队
tjtb 足球隊
hkjf 可就
rbym 增效
ylvk 收起
djmq 未及
jbph 严苛
ssph 嚴苛
tgxp 初审
tgxh 初審
nlgp 炼油
nvgp 煉油
tjvl 图标
tjvy 圖標
tkqj 阻击
tkbc 阻擊
hfxc 解密
jdxp 选拔赛
gdxp 選拔賽
hkdj 失主
ypdl 謊稱
hpdl 谎称
vnhk 楼顶
vshk 樓頂
wfmk 例会
wfmf 例會
vvnq 來年
fnnq 来年
lkhw 自費
lkhw 自费
dvwp 拆借
mwkr 放眼
hjhb 背靠背
ghxd 深知
dxyv 研究者
dcsd 推手
vxyc 横空出世
vxyc 橫空出世
wklx 大腕
jdyf 影后
xmph 安全带
xmpf 安全帶
dvxd 香格里拉
fjsd 好手
njwj 零配件
fyvm 一夜之間
fyvj 一夜之间
xggh 鮮活
hggh 鲜活
bchk 車頂
kchk 车顶
tlvk 拿走
srpx 中英
tlng 降雪
fkjv 少不了
tmck 险情
ttck 險情
gngy 泥潭
lsfh 迫于
lsmw 迫於
hgws 承保
bjwj 单曲
sswj 單曲
sgwk 变大
ytwk 變大
gtql 潛能
gkql 潜能
fdhd 死敌
fdyb 死敵
vwgp 机油
vqgp 機油
txmw 院方
crtl 驟降
lrtl 骤降
ldtl 礼盒
ldtl 禮盒
kvyc 新出
dnwk 据传
drwb 據傳
gdsd 异味
vmsd 異味
svhf 听证
snyg 聽證
bwvw 关机
mrvq 關機
jwjk 輩子
jwjk 辈子
xqyc 鳥巢
yqyc 鸟巢
hdhf 疏解
stlb 羽絨服
sklb 羽绒服
thcy 隐性
tfcy 隱性
kdme 辩护人
kyme 辯護人
fphd 开奖
mrkl 開奬
mrkl 開獎
dymf 拨通
dgmf 撥通
dhdc 打掉
gxgn 滨海
gxgn 濱海
lkfo 自用
stwv 联合体
stsw 聯合體
xnkg 冒着
xnpy 冒著
hkjd 可不是
bllw 首府
llrh 自上而下
dhcy 永久性
sckn 中文版
vlxd 所知
hsyr 农贸市场
wsyr 農貿市場
dkdl 此种
dkdl 此種
cjvs 情理之中
bcgy 輸液
kcgy 输液
wjfd 猝死
blhs 肇事
dmrr 多方面
dplw 摸底
hcdd 过热
svrm 過熱
ndrj 展期
bldc 首推
wkkt 传给
wbtt 傳給
kgfk 青海省
vgyp 核发
vggh 核發
xnyc 冒出
vfyg 本該
vfhg 本该
fjkq 頑疾
fjkq 顽疾
jvng 亟需
tdhd 除此以外
vnnd 楼层
vsnd 樓層
gycr 派駐
gylr 派驻
dksv 接听
dksn 接聽
vvrh 林地
bchq 輸血
kchq 输血
qxgx 鎮江
mxgx 镇江
gplm 满脸
gplt 滿臉
tjdl 囤积
tjdl 囤積
fjss 乳品
blmj 顧全
cgmj 顾全
cmnd 历届
cdnd 歷屆
mvvc 加長
mvjc 加长
vktl 有線
vkkf 有线
hmdv 以人为本
hmdv 以人為本
hmfv 以人爲本
bkjd 总产量
tcjd 總產量
tkjd 總産量
nmnm 節節
pbpb 节节
lslw 兜底
bwtj 送回
xqfv 博彩
bcwn 輕傷
kcwn 轻伤
vktr 存續
vkkx 存续
lknd 追尾
bykv 卫生部
xykv 衛生部
twwx 絕對值
twwx 絶對值
kpwx 绝对值
hfhd 冠以
gftl 洲际
gftg 洲際
kvft 产妇
cjft 產婦
kvft 産婦
knhd 二等奖
knkl 二等奬
knkl 二等獎
cktr 情結
ckkr 情结
yvkn 教头
yvfs 教頭
mvvp 加权
mvvp 加權
hkmv 免疫力
kmlw 连锁店
bqlw 連鎖店
pvyf 若要
jqlg 制式
ddxo 矿工
ddxo 礦工
knpm 凉茶
gjpm 涼茶
jbdh 严打
ssdh 嚴打
gxkn 演进
gxcv 演進
ftla 一路上
jfgb 京沪
jfgb 京滬
gydr 洪都拉斯
cndk 馬尼拉
lndk 马尼拉
gxtl 江阴
gxtm 江陰
grly 波士頓
grly 波士顿
gjxs 水晶宫
gjxs 水晶宮
jwsq 敲响
jwkh 敲響
bwwb 送貨
bwwb 送货
bcpf 較難
kcpc 较难
wksn 套取
xdjq 实名制
xdjq 實名制
qhsg 参议员
qysy 參議員
qkkg 向着
qkpy 向著
jhcy 柔性
sckn 号牌
sckn 號牌
vlld 标示
vyld 標示
mkrs 領奬臺
mkrs 領獎臺
mhqs 领奖台
jqbc 特輯
jqkc 特辑
pxwm 英伦
pxwm 英倫
ldqi 礼金
ldqi 禮金
dcyc 挤出
dyyc 擠出
yvmd 教父
drss 扬声器
drss 揚聲器
jjcn 制高点
jjql 制高點
rblw 赫然
ylnd 收尾
bccj 較慢
kccj 较慢
tnbd 录入
qsbd 錄入
xfyb 富商
kykj 責成
kgkj 责成
knkf 冰毒
xjfk 微量元素
hbfk 背光
bdwj 入狱
bdwj 入獄
sntm 联队
sntb 聯隊
kcyp 连发
bcgh 連發
lfyq 福州市
wbhf 华语
ppyf 華語
wjqp 犯錯
wjmp 犯错
dktv 拉練
dkkl 拉练
wnme 伤人
wnme 傷人
rhts 地緣
rhks 地缘
hfxn 触网
hftx 觸網
srvk 留有
wvbl 健身房
yvdh 老挝
yvds 老撾
bbbl 比肩
rhyq 地市
kyje 新生儿
kynj 新生兒
gjgi 酒水
mvvy 駕校
mvvy 驾校
kndk 冲撞
xxdk 衝撞
ydpk 山药
ydpl 山藥
bnwl 塑料袋
jjgh 先河
kvfn 不在少数
kvfs 不在少數
kxhs 新鮮事
khhs 新鲜事
wjyd 猥亵
wjyr 猥褻
fhjk 学子
ndjk 學子
krkv 眼部
dxsd 插手
xykj 野生动物
xyxj 野生動物
ghwb 温哥华
ghpp 溫哥華
ycvm 出界
shxj 吓得
srxj 嚇得
ldgq 飛利浦
hdgq 飞利浦
tjwb 固化
mkrj 会期
mfrj 會期
kggh 美艳
kgwj 美艶
kgyd 美豔
cptj 怪圈
qjyd 鑲嵌
mjyd 镶嵌
lnrh 腹地
smsk 只看
tktk 蹊跷
tktk 蹊蹺
phhf 对证
wgyg 對證
wptm 仅限
wdtm 僅限
mqfo 公用
vkme 走人
yxdl 計委
hxdl 计委
sjpm 喝茶
wkkn 传动
wbxj 傳動
tflw 区政府
tflw 區政府
tnjd 約旦
