#空格简
b 现在
nfrn 飛泉
svrn 飞泉
hsnw 出口伤人
hsnw 出口傷人
vhns 韶光
rmfq 追根
bdsl 三角函数
bdss 三角函數
dqnh 多难兴邦
dqch 多難興邦
mvxv 飲泣
jvxv 饮泣
ytgm 异心
xkgm 異心
wqph 含苞欲放
dvjh 多音字
ycpr 麻線
ycmf 麻线
cyyb 鼠輩
cyyb 鼠辈
ckfx 希求
ysjf 內賓
ysjh 内宾
ysjf 内賓
sclc 吭气
sclc 吭氣
fwld 榆錢
fwwf 榆钱
rysj 白面书生
rymj 白面書生
sqrh 承欢膝下
sqrh 承歡膝下
vxhs 二流子
pdgj 愛憎
pdgj 爱憎
slll 以暴易暴
clkk 姨丈
vjrh 龍生九子
djrh 龙生九子
ynth 蛻化變質
yngm 蜕化变质
ynth 蜕化變質
bnqd 库藏
bnqd 庫藏
qbkc 苦处
qbyd 苦處
vykv 墨跡未乾
vgkp 墨迹未干
gvfd 悔棋
fqtw 横队
fqtj 橫隊
pwdl 纖塵
mmns 纤尘
gjmf 性灵
gjkb 性靈
gggs 怔忡
ylff 同气相求
ylff 同氣相求
dpck 急公好义
dpck 急公好義
yjcs 民富国强
yjcs 民富國強
vnbt 黑眼珠
stlm 承先启后
stlj 承先啓後
stlj 承先啟後
blss 历书
blmf 曆書
rkrv 走为上策
rkrv 走為上策
rprv 走爲上策
fxvr 一清二白
wkqw 人为刀俎
wkqw 人為刀俎
wpqw 人爲刀俎
tsdb 阴曹地府
tsdb 陰曹地府
lvpr 鎮紙
wvmr 镇纸
yytv 毒計
yykv 毒计
lfpr 針頭線腦
wvmr 针头线脑
vhhd 亲族
vhhd 親族
jknm 寸有所長
jknj 寸有所长
lhjy 大发慈悲
lgjy 大發慈悲
bknt 尺有所短
xsvk 溃决
xsxk 潰決
tdgj 隐衷
tpgj 隱衷
pfbl 繞樑三日
mxbl 绕梁三日
skgf 疏懒
skgf 疏懶
kvnw 醉眼
qgms 莲台
qtds 蓮臺
txjd 积沙成塔
txjd 積沙成塔
fddt 天塌地陷
trgm 計上心來
krgf 计上心来
hxhv 兵舰
hxhv 兵艦
ndmw 拜望
gmxp 心浮
ngwm 击键
thlm 擊鍵
jgts 密告
gdgv 忧愤
blgv 憂憤
tkjd 随感
tkjd 隨感
kdxc 春色满园
kdxc 春色滿園
dkkc 戒条
dknj 戒條
kvkb 有头有尾
kfkb 有頭有尾
jkjk 彼此彼此
jnhd 威風掃地
jnhd 威风扫地
vkkl 立此存照
vgmt 節哀順變
qgmg 节哀顺变
tslj 知书达礼
tmdj 知書達禮
thpr 軟驅
ghjr 软驱
vknw 凝眸
syhs 吊扣
qwmv 茶飯
qwjv 茶饭
bnxq 广漠
bnxq 廣漠
fmpd 晉見
fjjd 晋见
xqmb 流芳千古
twss 通书
twmf 通書
wjhs 介子
prqh 紙菸
mrvc 纸烟
pjhh 父慈子孝
njyw 修面
hcjc 捐弃前嫌
hcjc 捐棄前嫌
xfwv 渺无人烟
xvwv 渺無人煙
wynr 血仇
hvlv 撞針
hvwv 撞针
ssdj 品貌
dlvf 怨气冲天
dlxf 怨氣沖天
thlw 車鈴
ghww 车铃
hvsg 盘曲
hvsg 盤曲
rhgm 岩心
qdhh 藏拙
kkkg 差不离
kkkg 差不離
wkhv 邻接
lshv 鄰接
sttw 唯物論
stkw 唯物论
vhxp 灯油
vgxp 燈油
pjtv 縱談
mwkv 纵谈
rhrh 峻峭
nnqn 凤仙花
nnqn 鳳仙花
nqdf 風色
nbdf 风色
chhs 碾子
vvjq 營寨
qdjq 营寨
hmwf 插叙
hmwf 插敘
gkgs 慌里慌张
gkgs 慌里慌張
xdth 法輪
xdgh 法轮
ywhl 非我族类
ywhl 非我族類
mgqr 重峦叠嶂
mtxr 重巒疊嶂
gmtw 勾通
vhjl 音容
lldw 鈍角
wldw 钝角
lrhv 扁舟
bffw 百无一用
bvfw 百無一用
vkms 头绳
fsph 頭繩
tkmr 輻射能
gkmr 辐射能
lwll 气息奄奄
lwll 氣息奄奄
rvtn 腹稿
mcjj 巡行
kykh 不足为据
kykh 不足為據
kyph 不足爲據
hfck 老頑固
hfck 老顽固
kmqg 雄蕊
jwky 衬布
jwky 襯布
qppw 菜瓜
tnrs 愁肠
tnrl 愁腸
ckkc 恩义
ckkw 恩義
jttj 牢門
jtvj 牢门
prqx 綿薄
mrqx 绵薄
sjrj 喧腾
sjrj 喧騰
xftf 浅陋
xdtf 淺陋
rktj 脑际
rmtg 腦際
jhhd 朔方
npjt 俗家
qfwv 刀枪剑戟
qfmv 刀槍劍戟
tptj 朱門
tpvj 朱门
hvpm 艄公
jprj 安貧樂道
jprj 安贫乐道
qqjn 蓬荜生辉
qqjn 蓬蓽生輝
dnml 触目皆是
dnml 觸目皆是
fcxv 一团漆黑
fcxv 一團漆黑
cpcx 六畜
lpvk 旱冰
wjdt 人穷志短
wjdt 人窮志短
nyfh 鼎足之势
nyfd 鼎足之勢
tjnj 利害攸关
tjnt 利害攸關
rhpq 炭盆
hjhw 披坚执锐
hxdl 披堅執銳
hxdl 披堅執鋭
jxmf 前思后想
jxjf 前思後想
pbqx 逛荡
pbqx 逛蕩
jlxl 鼓盪
jlqx 鼓荡
gkgq 恼恨
gmgq 惱恨
vnvj 黑管
fnjn 求仁得仁
qnfd 垦殖
djfd 墾殖
slns 強似
slns 强似
kllt 痛切
pmjn 公判
tgtm 調諧
kgkm 调谐
rmfp 脫韁之馬
rpfp 脱繮之馬
rmfj 脱缰之马
fqxk 横波
fqxk 橫波
vhhr 笔势
vmdp 筆勢
klhr 病势
kldp 病勢
ydfb 同声相应
ydfb 同聲相應
jqqt 並蒂蓮
jqqg 并蒂莲
qxqy 落英
jyss 养虎遗患
jyss 養虎遺患
yyqm 罪責難逃
yyqm 罪责难逃
kgvn 文墨
msfs 千叮万嘱
msqs 千叮萬囑
nnnj 侧目而视
nnnj 側目而視
prpr 驃騎
jrjr 骠骑
frbh 柳眉
jlkb 喜雨
fhng 一挥而就
fhng 一揮而就
smfm 嗟來之食
sffm 嗟来之食
fxts 求告
hhbq 搬弄
jgjv 实心实意
jgjv 實心實意
bhhm 眉批
bngx 故作高深
nsnp 保举
nscn 保舉
tfft 言之无物
tfvt 言之無物
frrk 柳腰
tjnh 闊佬
vjnh 阔佬
gwkf 惯用语
gwtf 慣用語
tngp 秋毫
fsnw 杏眼
pfrn 粲然
rnfr 股掌之上
xkld 洋錢
xkwf 洋钱
hxdk 兵戈
lfts 量詞
lfks 量词
xkjr 酒徒
ydls 虚数
ydsv 虚數
ydsv 虛數
flls 核糖
shsr 嘟噜
shsw 嘟嚕
jmtd 律詩
jmkd 律诗
nncj 夙兴夜寐
nccj 夙興夜寐
jmtk 归降
rmtk 歸降
rnxd 山光水色
kggs 文句
jprj 空谷幽兰
jprq 空谷幽蘭
trpx 阴平
twpx 陰平
sxqc 承欢
sxqs 承歡
pqso 絕口
pdso 絶口
mdso 绝口
pypp 綾羅綢緞
mymm 绫罗绸缎
rllt 月明星稀
yjnn 蜷伏
nhjf 仿宋
pkkn 分文不值
nhtv 何許
nhkv 何许
hhcd 逝者如斯
htgm 拈輕怕重
hggm 拈轻怕重
xbhs 汗珠子
fjhl 恶报
fkdk 惡報
gptf 豪語
gpkf 豪语
kphs 不平则鸣
kpqs 不平則鳴
ghtd 恻隐
gqtp 惻隱
cjck 婶娘
cjcg 嬸孃
gjyh 焉得虎子
nstl 傻話
nskl 傻话
rscr 九曲回肠
rscr 九曲迴腸
skwk 以文会友
skwk 以文會友
bjtl 故知
ftqh 一言既出
ftrh 一言旣出
gjpg 聘約
gjmg 聘约
xnsl 沙弥
xnsl 沙彌
ydrj 顱腔
pfrj 颅腔
bfbj 琼楼玉宇
bfbj 瓊樓玉宇
kgnm 皮貨
kgnm 皮货
vrdy 笔走龙蛇
vrvy 筆走龍蛇
nbtw 借古諷今
nbkw 借古讽今
bnkc 庶务
bnhw 庶務
glcq 愠怒
gccq 慍怒
hxhf 兵丁
qgjl 賊窩
hgjl 贼窝
kctj 要隘
cqxv 怒潮
chrh 砾岩
chrh 礫岩
sjpd 吃裡爬外
skpd 吃里爬外
scpd 喫裏爬外
gtnm 耶和华
gtqq 耶和華
flsn 查哨
ydnd 虚像
ydnd 虛像
vpjw 辩才
vpjw 辯才
dmkc 急务
dmhw 急務
lssg 气哼哼
lssg 氣哼哼
tksk 言不及义
tksk 言不及義
kffj 蠢材
clcm 娼妇
clcm 娼婦
xlql 渴慕
yvsk 异端邪说
xvst 異端邪說
xvst 異端邪説
gbvv 哀榮
gbqd 哀荣
nspp 劣紳
nsmp 劣绅
pxtn 細巧
mxtn 细巧
qbrl 苦胆
qbrd 苦膽
wkhf 人为财死
wkqf 人為財死
wpqf 人爲財死
cjvk 姘头
cjfs 姘頭
vhxk 产婆
kgxk 產婆
vhxk 産婆
kwjn 差役
fsqv 杏黃
fsqp 杏黄
fxfn 枢机
fxfx 樞機
smrk 哈腰
sssx 书函
mfsx 書函
gkvg 心灰意懒
gkvg 心灰意懶
fcjv 妆饰
yymv 妝飾
gdtg 怯阵
gdtt 怯陣
qmvn 荒年
yppf 素餐
pmms 繡鞋
mtms 绣鞋
vntd 默讀
vnkv 默读
tfjb 言之成理
jbfk 禅杖
jbfk 禪杖
qhjf 草寇
qgqg 賊贓
hghg 贼赃
knjr 此伏彼起
csyf 奶罩
ckml 回绕
ckpd 迴繞
hpsd 抽噎
xdql 酒色財氣
xdhl 酒色财气
pcrj 絞架
mcrj 绞架
qgjc 苟安
wfkv 叙谈
wftv 敘談
vsts 黑咕隆咚
nbpv 做鬼
wgky 貪心不足
wgky 贪心不足
svcm 鄙弃
svcm 鄙棄
cxwp 四海升平
cxlp 四海昇平
jhkl 害病
yyhf 蚍蜉撼树
yyhf 蚍蜉撼樹
xtsq 浩叹
xtsq 浩嘆
yrvh 青灯
yrvg 青燈
wsjn 悉听尊便
wgjn 悉聽尊便
nwhh 眼拙
nwja 眼生
cjls 齏粉
kgls 齑粉
jhch 生拉硬扯
kvfq 有进无退
kbvq 有進無退
nsrn 保皇
hryf 抵罪
jlds 嘉勉
hxkl 兵痞
qhwl 茅舍
bxvj 克己复礼
bxjj 克己復禮
vksn 减号
xjsn 減號
lypp 銅綠
wymm 铜绿
trvk 巫山云雨
trkk 巫山雲雨
jsvj 宫阙
jstj 宮闕
kgnl 皮袋
jqcb 寒衣
ndgg 手戳
fncj 相商
jfmq 归根结蒂
rfpq 歸根結蒂
rgnd 胸像
vgnw 炮眼
tvny 降龍伏虎
tdny 降龙伏虎
nbdg 僻壤
kvtn 野种
kvtn 野種
rmkc 朋比为奸
rmkc 朋比為奸
rmpc 朋比爲奸
ltgh 东郭
flgh 東郭
fqgp 形骸
lkms 晒台
lfds 曬臺
klfk 离题万里
klqk 離題萬里
kfdj 紫貂
kykn 不足为凭
kykv 不足為憑
kypv 不足爲憑
pmkv 結髮夫妻
mhkv 结发夫妻
rjbk 岁寒三友
kjbk 歲寒三友
wyqf 人非草木
jstv 业障
jstv 業障
xmxk 水酒
qgtn 販私
hgtn 贩私
rkrk 走为上计
rkrt 走為上計
rprt 走爲上計
kgmv 文飾
kgjv 文饰
hfpd 抚爱
hvpd 撫愛
ssgg 书册
mfvy 書冊
mfgg 書册
ryqm 丸药
ryqr 丸藥
xccc 男婚女嫁
jdmm 安土重迁
jdmk 安土重遷
pmls 公断
pmxy 公斷
pvdj 狗头军师
pfdr 狗頭軍師
cqdf 怒色
tjkt 門齒
vjkf 门齿
tntv 巧計
tnkv 巧计
hdrl 孝服
vsgw 乞怜
vsgl 乞憐
nkpm 小不点儿
nkvc 小不點兒
hbjl 推究
lsvf 粗笨
ndnc 倾城倾国
ndnc 傾城傾國
dbvh 声韵
dbvh 聲韻
vcfq 卖国求荣
dcfv 賣國求榮
pfkg 受之有愧
kffq 夫权
kffq 夫權
prlc 驕氣
jrlc 骄气
lylm 銅鏽
wywt 铜锈
djch 赭石
gmvd 心裁
xxfc 泛泛之交
rhjl 山窝
rhjl 山窩
ckjt 囚牢
hwfm 毛桃
pspp 絹絲
msmm 绢丝
jwjw 衬裤
jwjw 襯褲
yysm 蟲牙
ggrl 慑服
ggrl 懾服
gmnf 正比例
njsw 俯首听命
njgw 俯首聽命
kmfq 盖世无双
qmvb 蓋世無雙
tnks 惠而不費
tnks 惠而不费
rfpv 胸无点墨
rvvv 胸無點墨
qyly 欢蹦乱跳
qypy 歡蹦亂跳
prnm 騷貨
jrnm 骚货
jlfm 业精于勤
jlhm 業精於勤
xbhw 海底捞针
xbhl 海底撈針
jfkb 威武不屈
yvbj 罢黜百家
yvbj 罷黜百家
tnlt 委頓
tnlt 委顿
jfbg 临机应变
xfbt 臨機應變
thlt 物换星移
thlt 物換星移
mmsl 丝弦
pppc 絲絃
dngm 外心
jdwq 神色自若
slbg 刁鑽古怪
swbg 刁钻古怪
ltrm 切脈
ltrk 切脉
njyy 少安毋躁
tflr 隔扇
fqys 横肉
fqys 橫肉
gyqj 刨刀
vdmr 复写纸
jjpr 複寫紙
jkmv 客飯
jkjv 客饭
tpnb 鸞鳳
glnb 鸾凤
ssjc 书案
mfjc 書案
lrls 明断
lrxy 明斷
kfpr 蠢驢
kfjr 蠢驴
ltjw 頓首
ltjw 顿首
qxjb 薄礼
qxjb 薄禮
qxgx 莫测高深
qxgx 莫測高深
pxkl 雞瘟
qxkl 鸡瘟
pggh 邮车
mwth 郵車
djgd 赤忱
mkwt 反躬自問
mkwv 反躬自问
vpdn 怎地
swsd 呼哧
jrrn 寂然
ktbd 疾言厉色
ktbd 疾言厲色
ydlq 虎鉗
ydwq 虎钳
lvkx 气冲霄汉
ljkx 氣衝霄漢
vkxt 黑不溜秋
sdsb 喊冤叫屈
ftkf 五短身材
scjg 嗜杀成性
scjg 嗜殺成性
clgq 妒恨
xlvg 水銀燈
xwvh 水银灯
hknw 择善而从
hknj 擇善而從
thfy 言者无罪
thvy 言者無罪
jqqt 家賊難防
jhqt 家贼难防
fnlt 相切
jrtk 威胁利诱
jrtt 威脅利誘
trjv 阴德
twjv 陰德
qtvk 荫凉
qtxg 蔭涼
sltk 叩謝
slkk 叩谢
qyjb 芝麻官
mkqs 食不甘味
nssn 佛号
nssn 佛號
ydqg 虔敬
lsgp 粗豪
cjfj 好事之徒
xfkl 汙痕
xfkl 污痕
kfqg 雌蕊
jnjh 宋体字
jgjh 宋體字
gpfd 豪壮
gpyy 豪壯
cptp 嫁狗随狗
cptp 嫁狗隨狗
gjmc 耳順
gjmc 耳顺
jnhd 威信扫地
jnhd 威信掃地
nqxg 風涼
nbvk 风凉
qkwr 葬身魚腹
qkrr 葬身鱼腹
rhnl 岂但
rhnl 豈但
kfls 柴米
mtlj 千秋大业
mtlj 千秋大業
mstn 台秤
fdtn 檯秤
hdlw 挂牵
hdcx 掛牽
qpck 菜圃
vkgw 凄怆
gvgw 悽愴
lfjh 敌害
cjjh 敵害
bjrd 雁过留声
bgrd 雁過留聲
qtmt 花香鳥語
qtxk 花香鸟语
gwpj 惟我独尊
gwpj 惟我獨尊
gwks 骨鯁在喉
grks 骨鲠在喉
xkgd 畏怯
ltth 鏈輪
wggh 链轮
vdrk 等腰
vkqd 烦劳
vbvv 煩勞
bwgn 遮人耳目
fbxq 枯涩
fbxq 枯澀
ysvh 典章
phqd 鬼把戏
phyd 鬼把戲
vxvy 笸箩
vxvy 笸籮
qlql 若明若暗
qlkb 暮霭
qlkb 暮靄
nlrp 飛針走線
swrm 飞针走线
thxt 言出法随
thxt 言出法隨
ryrn 九泉
djgm 赤心
jjfm 行楷
dpyd 豺狼虎豹
blvh 厚意
dlqm 劫数难逃
dsqm 劫數難逃
hshl 拂拭
gwrn 怆然
gwrn 愴然
klqx 瘠薄
xwrr 沁人肺腑
sfqm 呼之即來
sfqf 呼之即来
sfrm 呼之卽來
yyqn 蝴蝶花
stmv 吃閒飯
svjv 吃闲饭
stmv 喫閒飯
fmgj 两重性
fmgj 兩重性
pddy 愛斯基摩
pddy 爱斯基摩
jdmf 半封建
pych 愛民如子
pych 爱民如子
vvhg 简则
vtqg 簡則
thvh 輔音
ghvh 辅音
mrvv 盲肠炎
mrvv 盲腸炎
vhfq 笔形
vmfq 筆形
nvxk 传略
ntxk 傳略
lhpk 七扭八歪
qjkm 敗事有餘
hjkw 败事有余
hfsf 出将入相
hysf 出將入相
lsft 粪桶
lsft 糞桶
nvhn 传抄
nthn 傳抄
qqvv 蓬蓬勃勃
xklr 浑身是胆
xklr 渾身是膽
jkjw 神不守舍
xlss 温书
xcmf 溫書
syvj 吊丧
slvs 弔喪
byfy 百足之虫
byfy 百足之蟲
hcjj 老鼠过街
hcgj 老鼠過街
gqvd 怪哉
mfyw 灵牌
kbyw 靈牌
lvln 暗鎖
lvwn 暗锁
pwgp 纖毫
mmgp 纤毫
xljk 浩气长存
xlmk 浩氣長存
jfsn 徽号
jfsn 徽號
nhjd 偶感
rvrr 昏头昏脑
rfrr 昏頭昏腦
tngj 附耳
scht 曲裏拐彎
sjht 曲裡拐彎
skhg 曲里拐弯
djtb 封官許願
djkb 封官许愿
wvrr 含笑九泉
gvxr 愤激
gvxr 憤激
tvtk 詐降
kvtk 诈降
kfqv 雌黃
kfqp 雌黄
chjw 图财害命
cqjw 圖財害命
wflb 余暇
mvlb 餘暇
tnrf 积肥
tnrf 積肥
rckq 的确良
rckq 的確良
rpnq 走馬看花
rjnq 走马看花
qrqw 茫然若失
qlqr 葛藤
sbsd 咕哝
sbss 咕噥
bkrn 玉帛
krsv 末叶
krqm 末葉
rpds 脫兔
rjds 脱兔
jbxq 神汉
jbxq 神漢
qgcs 敗絮
hgcs 败絮
jbkw 官差
pshb 經史子集
mshb 经史子集
ddqr 冤孽
qjkc 忍冬
bhmk 百孔千疮
bhmk 百孔千瘡
xkql 思慕
vcjm 南回归线
vcrp 南迴歸線
snsg 号啕
snsg 號啕
thth 轆轤
ghgh 辘轳
svqx 鄙薄
gjjl 耳鼓
fnrx 无风起浪
vnrx 無風起浪
lhlp 七擒七縱
lhlm 七擒七纵
qhgk 苛政
bjfh 席卷天下
bhfh 席捲天下
chvh 硬笔
chvm 硬筆
ybtn 悲愁
flkp 一日不見
flkj 一日不见
vmnd 顛來倒去
vfnd 颠来倒去
cbgp 媚骨
xhgb 温柔敦厚
xhgb 溫柔敦厚
jnjk 过目成诵
gnjt 過目成誦
klkl 瘟病
kftj 柴門
kfvj 柴门
dqkb 負電
dhpv 负电
cccc 嫋嫋婷婷
xxcc 袅袅婷婷
vhxk 童男
fmbh 板壁
jtpp 神工鬼斧
fbxq 万古流芳
qbxq 萬古流芳
pvnn 魁伟
pvnm 魁偉
lwxd 奔泻
lwxj 奔瀉
rfdb 胸无城府
rvdb 胸無城府
lstw 粗通
thyd 聞者足戒
vhyd 闻者足戒
wkvc 鼻烟
wkqh 鼻菸
tntj 愁悶
tnvj 愁闷
wkqg 貪贓
wkhg 贪赃
dptl 名繮利鎖
dmtw 名缰利锁
dmtl 名韁利鎖
hwhs 毡子
cchs 氈子
xyvm 洞箫
xyvm 洞簫
jnmq 前倨后恭
jnjq 前倨後恭
tvkv 許配
kvkv 许配
ygjr 熬煎
nqvk 風斗
nbvk 风斗
fqqx 根苗
nxkq 風流雲散
nxvq 风流云散
pxdw 平角
bfbx 琼浆玉液
bybx 瓊漿玉液
ccvs 娓娓动听
ccmg 娓娓動聽
rnly 白銅
rnwy 白铜
xxvr 混淆黑白
qnqs 花萼
mcfd 災殃
jvfd 灾殃
kjfl 春宵一刻
jckr 安如泰山
jhgp 豁亮
vmjb 答礼
vmjb 答禮
rlnw 昏眩
gjbn 忖度
kjkm 永生永世
ykhs 跛子
vrbg 冰肌玉骨
xksj 酒盅
trbm 愁肠百结
trbp 愁腸百結
xpch 淫亵
xpcd 淫褻
vhqm 音带
vhqf 音帶
vhyy 龍盤虎踞
dhyy 龙盘虎踞
hxvn 質點
mvpf 质点
hmjr 子丑寅卯
hkjr 子醜寅卯
ggrr 慢慢腾腾
ggrr 慢慢騰騰
plvh 純音
mlvh 纯音
cqsk 努嘴
ckck 园圃
ckck 園圃
msqb 勤苦
nkqn 目不忍睹
xykf 清規
xykf 清规
ykpp 鷺鷥
ykmm 鹭鸶
shfh 以子之矛
dnyy 怨毒
pghs 綢子
mghs 绸子
yqry 蜡丸
ymry 蠟丸
cjsk 旁及
yvgd 卑怯
jvjj 监守
xvjj 監守
nbjy 假寐
mkwq 参差错落
mklq 參差錯落
phfq 平方根
fxbh 画屏
mfbh 畫屏
tnch 魏碑
rdkf 脚夫
rpnk 腳伕
qvvh 英姿焕发
qvvg 英姿煥發
vhxp 直抒己見
vhxj 直抒己见
dkgf 欺善怕恶
dkgf 欺善怕惡
btgg 珠翠
jscw 宫娥
jscw 宮娥
jfkj 过谦
gstj 過謙
xxlq 洋洋大觀
xxlq 洋洋大观
njjj 便宜行事
kxcm 未始
vjpd 管見
vjjd 管见
xyxx 浪跡江湖
xgxx 浪迹江湖
tntw 乘除
cphx 交兵
qjjg 刃具
kwnc 为人作嫁
kwnc 為人作嫁
pwnc 爲人作嫁
mgmp 比翼鳥
mgxp 比翼鸟
plhw 純毛
mlhw 纯毛
vhms 灯台
vgds 燈臺
ftwb 天随人愿
ftwb 天隨人願
bhsw 譬喻
nkcl 風雨如晦
nkcl 风雨如晦
qndb 苇塘
qmdb 葦塘
kklq 不露鋒芒
kkwq 不露锋芒
ckcx 娘舅
cgcx 孃舅
fdqj 装蒜
yyqj 裝蒜
hdyb 挂表
hdly 掛錶
qfbk 苯环
qfby 苯環
sxsk 咂嘴
bptk 斑駁陸離
bjtk 斑驳陆离
ffqx 一枕黃粱
ffqx 一枕黄粱
yfqh 穀草
pwqh 谷草
jlto 窝工
jlto 窩工
tjby 門環
vjbk 门环
hhbl 誓愿
hhbl 誓願
kkpg 癞皮狗
kkpg 癩皮狗
pxky 細布
mxky 细布
rhxd 山洼
rhjl 山窪
ygmr 同心合力
thtj 輕閒
ghvj 轻闲
khns 雨打風吹
khns 雨打风吹
nlbn 代序
pdhs 結子
mdhs 结子
vhqj 二把刀
jllb 豁达大度
jdlb 豁達大度
ytxm 蜚短流長
ytxj 蜚短流长
rfmd 皇天后土
hxrj 斥力
tkxj 識文斷字
kklj 识文断字
xfhx 浅近
xdhx 淺近
vxld 年深日久
rrrn 白皑皑
rrrn 白皚皚
ngrn 当耳边风
ngwn 當耳邊風
ysmt 虬髯
yhmt 虯髯
yvgj 卑职
yvgj 卑職
hhyx 排斥异己
hhxx 排斥異己
vxxd 黑沉沉
xxxm 汗津津
jctx 蜜裏調油
jjtx 蜜裡調油
jkkx 蜜里调油
flvj 一曝十寒
lqkl 暴病
ktnn 不知凡几
ktnx 不知凡幾
dtkx 多謀善斷
dkkl 多谋善断
pjpf 独往独来
pjpm 獨往獨來
ktgc 不知就裏
ktgj 不知就裡
ktgk 不知就里
njvh 伴音
npfv 犬馬之勞
njfq 犬马之劳
hdgk 挂怀
hdgc 掛懷
ctwy 夜闌人靜
cvwy 夜阑人静
flrn 杳然
kgck 身心交瘁
nbcm 假充
sfhx 哭天抹泪
sfhx 哭天抹淚
vcpf 炕桌
jclg 安歇
kqtr 春花秋月
xlbd 活頁
xlkd 活页
jkms 旧调重弹
qtms 舊調重彈
vpjh 篆字
fmfj 相反相成
wktv 失陪
ldjq 严紧
ssxq 嚴緊
qjnj 苟且偷安
ckdq 衣不解带
ckdq 衣不解帶
vkkm 立身处世
vkym 立身處世
qhfr 茅棚
kjys 不容置喙
rwhs 脸子
rmhs 臉子
qhwk 芳邻
qhls 芳鄰
jgts 助詞
jgks 助词
hstn 捐稅
hstn 捐税
kjkk 不徐不疾
hfsv 可鄙
dkld 報曉
hlll 报晓
yvha 卑下
hbsg 握別
hbsr 握别
lprl 夸父追日
lkdw 适逢其会
ckdw 適逢其會
kyrn 布帛
dfjh 象形字
stdf 只知其一
gkgl 怪里怪气
gkgl 怪里怪氣
jpmp 益鳥
jpxp 益鸟
kdfk 不名一文
hsxk 孟浪
cbnh 如臂使指
kmdn 未能免俗
wnxx 血债累累
wnxx 血債累累
jxgg 神思恍惚
qhdf 莫可名状
qhdy 莫可名狀
srms 喟然長嘆
srjs 喟然长叹
flgv 形銷骨立
fwgv 形销骨立
ryjd 杂感
cwjd 雜感
fhfp 一孔之見
fhfj 一孔之见
gqnb 怪僻
vsya 蠹虫
vsyy 蠹蟲
ykjt 罪不容誅
ykjk 罪不容诛
srwh 张皇失措
srwh 張皇失措
wkjk 令尊
qvnf 甘休
tmjt 說長道短
tmjt 説長道短
kjjt 说长道短
nhjw 光可鉴人
nhlw 光可鑑人
hghd 孑孓
svys 叶肉
qmys 葉肉
wlkl 创痕
wkkl 創痕
vnvd 顛倒乾坤
vnvd 颠倒乾坤
wgxx 人心叵测
wgxx 人心叵測
fhdm 天搖地動
fhdv 天摇地动
fhdm 天摇地動
lykv 东跑西颠
fykv 東跑西顛
vtst 博聞強識
vvsk 博闻强识
fmkw 天灵盖
fkqd 天靈蓋
fqhf 残花败柳
fqqf 殘花敗柳
sltl 費話
slkl 费话
bhyw 劈面
ktdv 不知其二
jlhg 窝赃
jlqg 窩贓
slhv 唱盘
slhv 唱盤
wsfv 人中之龍
wsfd 人中之龙
xthw 鴻毛
xthw 鸿毛
xqjs 賢弟
jqjs 贤弟
rnjw 皓首
vfjl 云开见日
ktpl 雲開見日
qtkv 敬謝不敏
qkkv 敬谢不敏
prnl 犯上作乱
prnp 犯上作亂
kjhh 飄逝
kjhh 飘逝
twnb 通假
wspy 人強馬壯
wsjf 人强马壮
slfs 引逗
lnfr 晓风残月
lnfr 曉風殘月
lnlk 大仁大义
lnlk 大仁大義
xkmk 沃野千里
lpyk 旱路
cqcg 媒妁
dsjb 免礼
dsjb 免禮
xlvh 汽灯
xlvg 汽燈
ltvt 星移斗轉
ltvg 星移斗转
jrfl 安乐椅
jrfl 安樂椅
jstt 空口說白話
jstt 空口説白話
jskk 空口说白话
vhgs 章句
nvvh 掌灯
nvvg 掌燈
qkbr 燕瘦环肥
qkbr 燕瘦環肥
cxcm 嫉賢妒能
cjcm 嫉贤妒能
xvvh 润笔
xtvm 潤筆
xppv 活見鬼
xjpv 活见鬼
tfff 阴森森
tfff 陰森森
bnls 序数
bnsv 序數
kfjt 身无长物
kvmt 身無長物
rwrn 脸膛
rmrn 臉膛
jycy 視同兒戲
jymq 视同儿戏
flyw 蚕蛾
xlyw 蠶蛾
pkgp 狼毫
vcvt 十六进制
vcbt 十六進制
kbdn 霍地
lxhh 乱臣贼子
pxqh 亂臣賊子
mjgp 能征惯战
mjgs 能征慣戰
hxhl 披沙拣金
hxhl 披沙揀金
vntn 黑种
vntn 黑種
rbfb 白璧无瑕
rbvb 白璧無瑕
pldk 犯戒
jwhm 逆我者亡
fwhk 一鼻子灰
nnkb 学而不厌
cnkb 學而不厭
fnwg 无所用心
vnwg 無所用心
rrww 胁从
rjjw 脅從
qxfr 苦海无边
qxvw 苦海無邊
vnjl 黑窝
vnjl 黑窩
qcnj 忍辱偷生
fnvk 梢头
fnfs 梢頭
nnnr 小手小脚
nnnr 小手小腳
xpdn 浮名
wdsr 人多嘴杂
wdsc 人多嘴雜
wkcx 从谏如流
jtcx 從諫如流
bhhw 壁毯
qgnw 賊眼
hgnw 贼眼
mpvl 鞍馬勞頓
mjql 鞍马劳顿
pttv 鬼話連篇
pkgv 鬼话连篇
wjjf 众寡悬殊
yjjf 眾寡懸殊
wjjf 衆寡懸殊
bnwm 库仑
bnwf 庫侖
qmrn 鵲巢鳩佔
qmrp 鹊巢鸠占
tjlc 閒氣
vjlc 闲气
rbjb 白璧微瑕
fbjr 枯寂
jbkg 祷文
jbkg 禱文
plcw 愛錢如命
pwcw 爱钱如命
